movement_key,id_cliente,movement_date,product,fund,type,amount,description,commercial_name
41c29e12dab2bc5912716c526cb6e1735314761246ca5bada03d0234073d4e07,CLI001796,2024-10-14,Cuenta de Ahorro,Internacional,OUT,49958953.88,Compra de activo,BBVA
65423882c08181e888665b44b6aadf548cbe9e64ffa298b6a15a90e304e05563,CLI000930,2024-10-03,Bonos,Mercado Monetario,OUT,49957873.25,Traslado entre fondos,BTG Pactual
96e57a3767a914db8cd1770bf56cf0b0290a1e0563d3e1f48419abba8a0f7d59,CLI002293,2024-09-29,Divisas,Renta Fija,IN,49956414.22,Retiro parcial,Itaú
79491ecdaa6c82b9eff91e5e69862034f7cb7200f637bc11ec0735aa85f4b554,CLI000253,2024-10-12,Bonos,Mercado Monetario,OUT,49955704.98,Comisión de administración,Bancolombia
2811181f952a2d4b6cefdc0c0ce7606bf71546d54781998de5384430f8471aea,CLI002314,2024-09-22,CDT,Crecimiento,OUT,49955068.63,Venta de activo,Scotiabank
abc9bac64f68f64907105e2ef8b89c727717ab53d964b7f4563d3ff9b48728e5,CLI000292,2024-09-29,CDT,Internacional,OUT,49954219.54,Reinversión automática,BBVA
7607a16005ebbc2a60f645e4bf3e965201f60cbac67eedb9d66cdd75ee02dada,CLI000134,2024-10-14,Fondo de Inversión,Renta Variable,IN,49952552.84,Reinversión automática,
9a0a4fe4570bee93fc49d5d891ed10096a6beb7ff631d47c7f4472487e1ad5c9,CLI000945,2024-09-22,Fondo de Pensión,Conservador,OUT,49952512.06,Retiro parcial,Davivienda
e0440cd268517c45bd44558eca93d68aae14b5e6ad2305fc3c2a006a82c68e7e,CLI001938,2024-09-23,Divisas,Crecimiento,IN,49952082.02,Venta de activo,
1a3ce3b2ff98d7d8811018ba92857cc11600c20b7c59b45c96defd64009ead4e,CLI002247,2024-09-22,CDT,Internacional,IN,49951602.01,Traslado entre fondos,Fiduciaria Bogotá
72d18406ce957bcf5122f029a9289898c75bbeb1b00f1bf5f05f798d92185553,CLI000005,2024-09-21,Bonos,Internacional,OUT,49949949.37,Venta de activo,Fiduciaria Bogotá
8fe7206262bf5bde37ee89c0adfbe65667c35999fdb52d376b301e2d7921d41f,CLI001967,2024-10-13,Bonos,Renta Fija,IN,49948272.26,Comisión de administración,BTG Pactual
d71320e84ba68f717541597a60a2df76055ef4fa0c961f3e5788dca86d185fa7,CLI000351,2024-10-03,ETF,Internacional,IN,49947869.7,Compra de activo,Valores Bancolombia
b44b468e03a1742a5cc63ae070d982f2a778a73b055fc0bc3b5c044a47234a48,CLI002590,2024-10-09,ETF,Renta Fija,OUT,49945994.24,Compra de activo,
c1c17a7708df524761d9921187f2c722b76cded53020bcfd90530dfce04db93a,CLI001721,2024-10-15,Fondo de Pensión,Internacional,IN,49945023.4,Depósito inicial,Fiduciaria Bogotá
f3b6e075d58b431e1370c22d651699235b148d72a56ede159be557325ccaf472,CLI001698,2024-10-02,Cuenta de Ahorro,Balanceado,OUT,49944889.53,Traslado entre fondos,Davivienda
0783b0d73d54c5456e4b5e1b99ebc71b42867e4624262a68de5f6e53288d4ff7,CLI000376,2024-09-22,Fondo de Pensión,Crecimiento,OUT,49944870.09,Traslado entre fondos,Scotiabank
3813c0ccc8ac7e5553dedf610591643f2024ff14407e9db75a7b5435f7604ba5,CLI002683,2024-09-15,Acciones,Balanceado,IN,49944682.78,Rendimiento del período,Corficolombiana
6a9c0170fb9b69c138c42165b48331347b657b23fbeb9a41ef262a4044e5a83f,CLI002258,2024-09-17,Fondo de Pensión,Conservador,IN,49943851.02,Compra de activo,Scotiabank
0e40e3e8b7fcdafd298f18c9c39688b9b3ac7319e3d30e4bdd68346a03c9b1df,CLI000342,2024-09-27,Bonos,Crecimiento,OUT,49941066.6,Reinversión automática,BBVA
1b678938d2147302c4068cff1c33f8687c72d65af25259eb9180720ba2e80b58,CLI000639,2024-10-07,Divisas,Crecimiento,IN,49940850.81,Reinversión automática,Fiduciaria Bogotá
b201dd4d397afec38153e9482864ee197b198cf25b12dfcc8bfcbea809a4e9b4,CLI000515,2024-09-28,ETF,Conservador,IN,49940552.13,Reinversión automática,BTG Pactual
af250514830327ce27150afcdbd5acc4dd720880ff777110f3783faff78e2b6c,CLI001658,2024-09-16,Fondo de Inversión,Balanceado,OUT,49938567.8,Compra de activo,Bancolombia
bc2828d2dde03b801cdf2cf6e637c66ce69d353e0903766569739e631c6f1fdd,CLI002486,2024-10-15,Bonos,Conservador,OUT,49938360.65,Traslado entre fondos,Davivienda
e537795e0a432566814486f737315a53e087ff0ae46cfbd2a5808c8da7efb654,CLI002634,2024-10-13,ETF,Renta Fija,IN,49938045.57,Compra de activo,Corficolombiana
c3cacdca1c82d08f71ac94a5a59d9b5b241b3f646c39916fa67eb3336a42e69f,CLI000014,2024-10-15,CDT,Balanceado,IN,49937333.22,,BBVA
8f9d0949a1c79dd7c294da56f2a63a81cd0e097f06a9d0c31235e35cd6bcd2cd,CLI001867,2024-09-19,Acciones,Mercado Monetario,IN,49936082.19,Compra de activo,
7afb038c69b10ed29b1e93f883c6149a52ca823357f9176bef34e074583d4439,CLI000474,2024-09-25,Divisas,Mercado Monetario,IN,49934497.23,Compra de activo,
dc5bac2e1df98ff7a6c166d3dc47944b03a933b467b308678d5f3998ba117769,CLI002292,2024-10-03,CDT,Balanceado,IN,49934379.28,Reinversión automática,Itaú
e24e4ca5b0eed622a311111292d7a3b7351fb086127b33c02151a67a2bb1b7a4,CLI001607,2024-10-03,Bonos,Renta Variable,OUT,49934102.57,Venta de activo,
5d64cba43f9fda597c29b1c60f3f507535c3bda1af21692fea6cfbe52a0184b6,CLI002079,2024-10-10,Fondo de Inversión,Mercado Monetario,OUT,49932262.8,Retiro parcial,Bancolombia
f0752f08bdeff55070997abf7edf18caf7d4b75a68066bc48cd88326859d944f,CLI002917,2024-09-23,ETF,Balanceado,OUT,49926145.6,Retiro parcial,Fiduciaria Bogotá
475c6c7975de947fb94dfb2c259f4314439c37a67d76af740f2a0a75cb31fbb2,CLI000327,2024-09-24,Fondo de Inversión,Renta Variable,IN,49925899.13,Ajuste por valoración,BBVA
d6fc18eb27afc20aa878ce967b607ccca08b941d8c6c419535be807a15f71033,CLI001253,2024-10-13,Cuenta de Ahorro,Balanceado,IN,49923800.68,Redención anticipada,Scotiabank
99ebe212fe2408bbd7eeabeccbab9f53522561f8246d3966024ac285009f9c99,CLI000354,2024-09-20,Bonos,Conservador,IN,49923625.23,,Scotiabank
4d87cfccb2c4e53d1c28539a9f97ee5be527517de7628b5384d24c393bab4c10,CLI001867,2024-09-22,CDT,Balanceado,OUT,49923550.62,Depósito inicial,Bancolombia
eff0c60b7995e8ce0e5cd53285118c3ad90e104a5e37c147c2b0dbecece86ba7,CLI000799,2024-10-08,Bonos,Renta Fija,IN,49923169.54,,Bancolombia
961a905a44d505cfba74afb62be8aea987417dbaf4d4fa02ac61761b5ff39b33,CLI001614,2024-09-30,Cuenta de Ahorro,Balanceado,OUT,49922967.23,Comisión de administración,Scotiabank
ce99b6edc8ba23ceb90e38c2d2d267b2e39701b16aa36eb93264b6ad9b8fc77e,CLI002574,2024-09-28,ETF,Crecimiento,IN,49922939.12,Compra de activo,Corficolombiana
350c284556a0f7472cb36a05ba6282553e708febf4eb91786174f63682427742,CLI001750,2024-10-13,Acciones,Crecimiento,OUT,49921680.17,Rendimiento del período,Fiduciaria Bogotá
3cf51d5a73efa05ba4ebde00eb3521aca2b53061b1be3d757015955d3380ab6c,CLI000410,2024-09-21,Cuenta de Ahorro,Balanceado,OUT,49919271.37,Venta de activo,BBVA
2545f2f11373c74e6f5712edd03a789592b4209bd0077304b8f4db7aed4ec76c,CLI002075,2024-10-03,Fondo de Pensión,Balanceado,IN,49918437.83,Comisión de administración,
fc3341d8aedde651e23f524cd3d28559a961c642303845fb919d965c9d1518bd,CLI000219,2024-09-18,Bonos,Renta Variable,IN,49916769.21,Retiro parcial,Davivienda
73752b56fafc9ca57e35cc99dd8bf04f0faf1ad4b8967a0670d326e8c225a6d2,CLI000084,2024-09-19,CDT,Conservador,OUT,49916758.51,Redención anticipada,Skandia
f830f269c4ccc746af02aeacf09268e31dcc29086ea5786d2f14a05980d1038c,CLI001099,2024-09-15,CDT,Renta Variable,OUT,49915759.93,Depósito inicial,Valores Bancolombia
0393e6984d62851bc1e674d04c58b10759edd5701df5b8d68ff2c66958e8f4c4,CLI000076,2024-09-30,CDT,Internacional,OUT,49915620.67,Traslado entre fondos,Corficolombiana
b9cd0d15ef8c812943798d4ac27b981dd06cf2a60fd2d77a28b128eea39c40b0,CLI000780,2024-10-16,ETF,Renta Variable,IN,49914213.05,Ajuste por valoración,
22e24fa6b5e55196b1e57570b327ea871390ab6906734916bf27195f055f8e2f,CLI001599,2024-10-03,Cuenta de Ahorro,Balanceado,IN,49913860.62,Compra de activo,
c3f57aa9ee9e41d902c8a67802b60453bda3f814efb6cd28f88ee510059c6750,CLI001868,2024-10-10,Cuenta de Ahorro,Mercado Monetario,OUT,49912888.44,Redención anticipada,Skandia
4dc657f935dd5d7029cdd1d20b9efdfa074c596836bace5b102d34955fdb9cd0,CLI000842,2024-09-20,Acciones,Crecimiento,OUT,49912529.59,Comisión de administración,Scotiabank
3db49dd8d803e2c88f7d4a2515f44edbf69ca6a4be3b879081a8203ae2d4d3ed,CLI001296,2024-09-26,CDT,Renta Fija,OUT,49910247.19,Venta de activo,
5584c9d01ebcc179e232a9d40b6e343abaf3b5937e227bf260baf249b6859cc4,CLI001613,2024-10-06,Fondo de Pensión,Conservador,IN,49909026.74,Comisión de administración,Skandia
62b7bc6846a756aa8cbd5e78108abb4d8aa40a260453058240d5d94bb9e83331,CLI000921,2024-09-16,Fondo de Pensión,Renta Variable,OUT,49908725.76,Rendimiento del período,Davivienda
679c439490bdf3103a40e78ecc08865e3e484347b683d62c5e302e8cf374b126,CLI002143,2024-10-15,CDT,Mercado Monetario,OUT,49908658.58,Compra de activo,Davivienda
22ebeca330adf4259c2d00f42445d30dcbc246d872a9552ce4549f110929a10b,CLI001976,2024-10-14,ETF,Internacional,OUT,49907634.54,Retiro parcial,BBVA
4dae49918ad45a56bb17a1ed07a7ae22997e470fe637f80a7c1a8b5ec9fd4a3a,CLI000869,2024-09-24,Fondo de Inversión,Mercado Monetario,IN,49905855.26,Traslado entre fondos,Scotiabank
3f616dc1c5638d1c46f1315167809a4d6eac28fdf06ce99deeb6248b619a9e00,CLI002203,2024-10-15,ETF,Renta Fija,IN,-49905610.23,Traslado entre fondos,BTG Pactual
a5c7998ab2abfa7d192613afc9f6160978ea69a5a56183b2a5048a2948259e45,CLI001487,2024-10-15,Acciones,Balanceado,OUT,49904933.7,Traslado entre fondos,
997d1de35ba412764dfb8f77b0aed158f3d481cddceb5061ab45b61a468b1bbb,CLI001688,2024-09-25,Cuenta de Ahorro,Internacional,OUT,49903408.63,Retiro parcial,
7dc135f8a26ba508d6e70b7a19abc0e459d71c0fc1c7937ccc8a40c53a3fe553,CLI001704,2024-10-02,Divisas,Internacional,OUT,49903317.12,Comisión de administración,
3ab5b8da806b2d4a4b490201092aec9a80e78498ed7b358023a8c5620045f1c7,CLI000581,2024-10-13,CDT,Conservador,OUT,49902520.15,Traslado entre fondos,Davivienda
7b4822fa044c8c9fc949058ea4f386c207774117108c1a261fc609b115894222,CLI002230,2024-10-15,Divisas,Crecimiento,IN,49902193.14,Traslado entre fondos,Bancolombia
0c9b53168600e4ae1c0f23723be51fb2b5f03706e72e73110e6b1f66a395307d,CLI001510,2024-09-28,Cuenta de Ahorro,Mercado Monetario,OUT,49901978.9,Traslado entre fondos,Scotiabank
7c002c4155b3b1d69340d6abc934dda3cc467068ec8df2e86b42d2620b25af65,CLI000499,2024-10-11,ETF,Renta Variable,OUT,49899131.36,,Corficolombiana
677bd6f85b630d4fde87b180821ab4b14d747468b1481fdc393c52ba105e1243,CLI002066,2024-10-14,Acciones,Conservador,IN,49898226.84,Venta de activo,Davivienda
7acd61f9b7f2c9c62a0b08599dbc95dc7892d71b07a090efa53c5d78add82013,CLI001042,2024-09-19,Fondo de Inversión,Conservador,OUT,49897783.04,Ajuste por valoración,
1c16dab067a1cdd9e2f0a4b4bb05814ddbfe59565eaa2379716fd29bf503b966,CLI001619,2024-09-26,Fondo de Inversión,Crecimiento,IN,49896784.92,Rendimiento del período,Skandia
579766ac07efd9fb8db6759776996d660d905bcfbc92e511e22c6ddeeb360e2f,CLI001855,2024-10-10,Fondo de Inversión,Renta Fija,IN,49896230.47,Reinversión automática,Fiduciaria Bogotá
47a7a69ee719180c7df731804e18ef420dfd8a4c019f584a236631e627522588,CLI002057,2024-09-26,Fondo de Pensión,Mercado Monetario,IN,49895413.49,Compra de activo,Corficolombiana
fa84e56a226b00d0063175eac56713c5d0b5dd493d77008f7c654fccad75a189,CLI001145,2024-10-14,Fondo de Inversión,Mercado Monetario,IN,-49895180.91,Ajuste por valoración,Scotiabank
b760543198ce0f79fb1ccd66add14f0f488d71394e7386e576f0c6ee47bf1952,CLI002331,2024-09-27,Fondo de Inversión,Renta Variable,IN,49894715.32,Redención anticipada,Skandia
c3ffa49e92e7397408ab09d6da928dc106b905abaa0686e1f5331530f7ebfe52,CLI000317,2024-10-15,CDT,Crecimiento,OUT,49894339.1,Reinversión automática,Valores Bancolombia
21ca5a1cc1d2d02a1dd14cdf5902ee9d9de54994536ce3787058cdc3c1c10e39,CLI000108,2024-10-05,Acciones,Mercado Monetario,IN,49894098.63,Reinversión automática,
7a9a586b49c40170d9cb4fdcc61fcbb0ed20e76c3543899e9ebdb9325270848f,CLI000528,2024-10-05,Cuenta de Ahorro,Renta Variable,OUT,49893537.46,Rendimiento del período,BBVA
9defa2d95e71926fc4a72ef7f2a7c079b090a89e13aa039f1a131e164409f8a4,CLI002366,2024-09-26,Fondo de Pensión,Balanceado,OUT,49891361.03,Compra de activo,BBVA
65926d5a3cd7fd3718f9022e80725551a7d1af5cb9a6cae277836c9a86fbf011,CLI000076,2024-10-13,Fondo de Inversión,Internacional,IN,49890422.69,Compra de activo,Scotiabank
0edd20678000f40183d9f5c90bee2f4a5d566ff846bbcf6cdc76fe6b04cf5e08,CLI001697,2024-09-30,Fondo de Pensión,Renta Fija,IN,49889928.25,Comisión de administración,Skandia
23e8f509c0da04deb875352c7fc49e3dc5e0e3fe93d0ae7de568865262ccc8ec,CLI000897,2024-09-22,Bonos,Renta Fija,OUT,49889309.76,Traslado entre fondos,Fiduciaria Bogotá
ca8f8cd2982504cceceaa0b60c6d14d5d8323a9eac458e658c3b08f01776c02e,CLI002232,2024-10-07,Fondo de Pensión,Crecimiento,IN,49888944.0,Ajuste por valoración,
39dc0d9c7351d0bfb91250ccd6dd961b9f71d8a661787ddad48b0a5ea76861f6,CLI000707,2024-10-11,Cuenta de Ahorro,Internacional,IN,49888905.52,Retiro parcial,Corficolombiana
eb435b89626ffd90353b159b45ebf6178758c9cfe5c2e01f08ffde04e9e53788,CLI001952,2024-09-28,Fondo de Inversión,Mercado Monetario,IN,49885038.6,Comisión de administración,BTG Pactual
29c08f8ede85b108ff9a47bd03e853c66a649b9911fa9d10917ce5597beabdce,CLI002423,2024-10-16,Acciones,Crecimiento,OUT,49883440.84,Redención anticipada,BTG Pactual
1de8d0b9aa0af5a4ae5800352cf56eb382f7216b748a6703aa752c6efdcd3625,CLI001936,2024-10-09,Divisas,Internacional,IN,49880532.76,Ajuste por valoración,BTG Pactual
17e69513dbd68b3724ebb4e7cfa0d9bc208ec4cc1aa7d962688717ce4c415f4d,CLI000966,2024-10-13,ETF,Conservador,OUT,49880288.2,Redención anticipada,
234c2d4209da730df849510b707412e7e3cb226de6dd7154b4de18e92d03544e,CLI002028,2024-09-23,Acciones,Conservador,OUT,49879405.6,Rendimiento del período,Bancolombia
2900d36db777e87d72bd6f7c2f2ebe655b75bdcc2e965b641bef089ad4e2db0e,CLI001615,2024-09-28,Bonos,Internacional,OUT,49878353.81,Retiro parcial,Corficolombiana
4abfbb70457c37a1a02413ab7b37b394d18a07bfa3d07960aa7113346b26195b,CLI002858,2024-10-05,Fondo de Pensión,Renta Variable,OUT,49875547.66,Ajuste por valoración,Davivienda
1acf2193399f40d77d8a7aa5f457204541a4ccc6f2678e07d440900315aec796,CLI001200,2024-09-29,Bonos,Renta Fija,OUT,49872554.09,Traslado entre fondos,BBVA
6038be741bcdd03646a9e2c0985f38c6f396d04ac8197dfabc62255cebb6e69c,CLI000570,2024-09-21,Bonos,Balanceado,IN,49871877.83,Retiro parcial,Skandia
aeecd1f9494878f92c2fdd69e924d8d4aca4bf51cdb477ec0ba0e3077eec74eb,CLI000205,2024-09-27,Acciones,Internacional,IN,49870428.2,Ajuste por valoración,BBVA
94c1c1ce3fefa3c57e245008e5adf98e7e27f33dec205ae0b7ce51a51c42fdfa,CLI001516,2024-09-29,Fondo de Inversión,Mercado Monetario,IN,49870119.88,Rendimiento del período,Bancolombia
ecdc1c8970b7169d991297b8c4bcbb3d2ebb99428a9f936b8522eb26d157ef9c,CLI002518,2024-09-19,ETF,Conservador,IN,49868217.29,Retiro parcial,Bancolombia
fbaee817e520b337f07b5572db5d2d6985615e9bb25a2303862f3551999a99b7,CLI001192,2024-10-10,ETF,Mercado Monetario,IN,49867951.59,Venta de activo,BBVA
a339fc0479f3f65c5bcd5f3a5564e06e00b4f7d8fcbcd2102046d9b83d7a1995,CLI002926,2024-10-03,Bonos,Conservador,IN,49867391.3,Traslado entre fondos,Davivienda
17662f35f2fdaeb1a150dee282e1afe76c80cee14f079cfc421d563fbd36bf88,CLI000348,2024-10-14,CDT,Conservador,IN,49866030.55,Compra de activo,
07fdab3d5211e99cd200b4c961c6feb23b2967c497be48c36d42c9831c48fd31,CLI002989,2024-09-17,CDT,Conservador,IN,49864029.12,Compra de activo,
7e2801afdd736a34238740d168789be942a94a616fd0d5e780b3d573f206a879,CLI001083,2024-10-03,Bonos,Renta Fija,OUT,49863148.16,Traslado entre fondos,
35a967c01d64e21ff1beda3b6eeaa7561cb235199370e701147e87f56c65c212,CLI002142,2024-10-14,Divisas,Internacional,OUT,49862794.56,Venta de activo,Scotiabank
ff8fe2fb10bdfa6dc6ad4ab02a4d2ad679f9d29d3a4c5f05313cf9882162123b,CLI002962,2024-10-12,Acciones,Internacional,OUT,49858592.98,Comisión de administración,Valores Bancolombia
a4589f8a87138ed31c7c3d501b7b6ad08ca780d43ba96fe984f927aa47d2c768,CLI001243,2024-10-07,Divisas,Mercado Monetario,IN,49858079.04,Reinversión automática,
308a28ac2c7febd6c184b2c05361f1bf20c5a47d80126b3c426aa782226a4b72,CLI002770,2024-09-30,Divisas,Crecimiento,OUT,49856746.37,Retiro parcial,
2a5d68a56e045b03de56dc3b39973b45f919f52eb26cdf5253f938b21c450567,CLI001636,2024-10-11,Acciones,Renta Variable,IN,49856348.88,Depósito inicial,BBVA
8ebbc7317fb23aaa3f1686b7ddf0709ba2a2db3d5257356399d3acd63bb6f39e,CLI002080,2024-10-09,Divisas,Renta Fija,IN,49856131.89,Rendimiento del período,Valores Bancolombia
2449e5b20b27974e762cf8b12c64d7971c723a28bf71f3123412c81949645a14,CLI001262,2024-10-06,Divisas,Renta Fija,OUT,49854291.75,Comisión de administración,Scotiabank
9d214406328fe54b3bad13f7e081319d5e8db7a73789991bbcb1b47714b7eda4,CLI002027,2024-09-28,Bonos,Balanceado,OUT,49852062.41,Depósito inicial,Itaú
42f837b3a3cebec201e649474b13ad579bda6d708d1e7d92774116e9627e8f1b,CLI001001,2024-09-23,Fondo de Inversión,Balanceado,OUT,49851507.25,Redención anticipada,
6c8b3c3579e825a2e25120244f5bcddd9defa5ab3e9eb8d704afc7e710697a8a,CLI002564,2024-10-06,Bonos,Internacional,OUT,49851309.18,Ajuste por valoración,Itaú
acf000766ed0d8d7f3960f6d2d9a49279f6eefedce0cd44553cdfcaefad8fb72,CLI002490,2024-09-15,Divisas,Crecimiento,IN,49850796.65,Rendimiento del período,Skandia
df8fa822ff7e909e2756fa8e9daadccb27c4e5fcff43c1e41a52b4b4e7b331b5,CLI000268,2024-10-10,Acciones,Renta Fija,IN,49850651.12,Venta de activo,Valores Bancolombia
747cf8389e1eec106e0a7ef561650920f06e05afe858212615a9333d4a84fa43,CLI001772,2024-10-12,CDT,Renta Fija,IN,49848567.56,Traslado entre fondos,Valores Bancolombia
74e47a3065f3807b0588a7b73956c7d08c5d66a1fe106af746d811e75820fe45,CLI000001,2024-10-11,CDT,Renta Fija,OUT,49848360.7,Rendimiento del período,BTG Pactual
d24133367530fb5b41124675ef0b1aa56b7e474b55db7aac4391e70c4d3f9cd3,CLI002153,2024-09-15,Fondo de Inversión,Internacional,OUT,49846267.96,Traslado entre fondos,Corficolombiana
f5d2f1845d6a2cbf0284450e5aaba6d7a560a9211521be5c632f3c962e62b0d0,CLI000989,2024-09-20,Acciones,Renta Variable,IN,49845422.65,Redención anticipada,Itaú
3ec5b946d7ac1afec0a3c4b8fdb4a5c5358cc5be99cb6a4348aba23ccce5578e,CLI000147,2024-09-30,Fondo de Inversión,Renta Fija,IN,49845103.77,Compra de activo,
c54f80c2b6e2482baf1442a8e7f61285bbf69d5e20eca265b379b4adc1b3ec92,CLI002537,2024-10-06,CDT,Renta Fija,IN,49844720.48,Depósito inicial,Davivienda
c2951853b90c1809a2979023ba419e8abd6852da5d3e9d1cc501fa0cef8f5157,CLI001757,2024-10-11,Divisas,Renta Variable,IN,49843678.68,Depósito inicial,
2623dffa2e925e57b48bc188a7d0fe59f91e78b812105fa5ce491fc07b9aa336,CLI002285,2024-09-26,CDT,Crecimiento,OUT,49843147.18,Traslado entre fondos,Corficolombiana
e6912e4abc4e84987ca8b15a1113c31923e6237f0d60ed32873a152cf203ba12,CLI002747,2024-09-30,ETF,Internacional,IN,49843128.22,Redención anticipada,Fiduciaria Bogotá
ce67ccac6a1d441aceb0d3e7c1511c42c97054dde2d98cadca9cc9d6d54e4c22,CLI002932,2024-09-24,Fondo de Pensión,Crecimiento,OUT,49841726.68,Rendimiento del período,BBVA
5ab89030ae886ef4ead626bd99b4f3de9866f3b3d0380e7c22b6ea4165d29f06,CLI002056,2024-09-16,CDT,Crecimiento,IN,49841168.46,Comisión de administración,Skandia
c541d7487992751e3247e7e43c76f882941650b7d3d718bfb1b7845ed1c33117,CLI000969,2024-10-03,Cuenta de Ahorro,Renta Fija,IN,49840823.73,Venta de activo,Bancolombia
2df608b2bccbdf210ac0f378ae215431bb35d031c1176b9ea207621ccc6bd1e0,CLI001516,2024-10-09,Divisas,Conservador,IN,49840627.91,Traslado entre fondos,Corficolombiana
89469c39666b4523538605c3bd266df83f6ac211dd20e225e26a3eb1fc2dc6e3,CLI000228,2024-10-14,ETF,Mercado Monetario,IN,-49840513.75,Venta de activo,Skandia
78d0346d4e8ff521508d1ba1f4570e29f08f5d572fd80a9bc462377cd2210cc9,CLI001300,2024-10-05,Cuenta de Ahorro,Renta Fija,IN,49840164.13,Redención anticipada,Corficolombiana
e766e4907ce0edd9886c1175a0cb773bbacfec0ff4680fa840537a142507f18a,CLI000798,2024-10-04,CDT,Renta Variable,IN,49838897.49,Comisión de administración,Davivienda
5bb3ede89e2c6b33efecb2d7979bef008ce9d7027073dccbbbe79184b60787d7,CLI002770,2024-10-08,Bonos,Internacional,OUT,49837125.08,Reinversión automática,BTG Pactual
48628d7e594656220168ca15181769a4a108a497998dd9e6d2b21efbd1776416,CLI002427,2024-09-17,Fondo de Inversión,Renta Fija,OUT,49837062.25,Reinversión automática,Valores Bancolombia
