change_id,snapshot_date,change_type,movement_key,amount_before,amount_after,amount_delta,id_cliente,fund,product,type,commercial_name
60011,2024-10-16,UPDATED,380c9594ae2f82b7dbe3a4bfb9cd1d8d957f776057e04eb3199a4cc6887e58f0,24671656.33,-39424870.83,-64096527.16,CLI001983,Renta Fija,ETF,IN,
59430,2024-10-16,UPDATED,64937bb7846065c3603f5614faef3a1fab734b3d334004707992a9148b873198,27177184.91,-35987816.75,-63165001.66,CLI000650,Renta Fija,ETF,IN,Bancolombia
61950,2024-10-16,UPDATED,15a16b22c9d7f07f5acc214ca0ae1ac6aa63d73420785184f51def2b3734c224,-20581179.79,42476108.95,63057288.74,CLI000277,Renta Fija,Cuenta de Ahorro,IN,
61944,2024-10-16,UPDATED,ebaae3efb2976fbf675a3e99e2c027445332122daf8afd0fb098e7518b3eade3,-12621288.64,48976549.95,61597838.59,CLI000221,Mercado Monetario,CDT,IN,Bancolombia
61284,2024-10-16,UPDATED,45161dab77a1e2007bedcd0e72823aa4b7fb6a233cdc192f0c8327724e2dea44,-22446888.8,38930531.51,61377420.31,CLI002544,Conservador,Acciones,IN,Valores Bancolombia
54554,2024-10-16,UPDATED,6045777af06b7d33cbe3813cb27d0885d488375b03bc3f4dd62f663d4871b81d,29497342.13,-30290293.97,-59787636.1,CLI001789,Balanceado,ETF,IN,Davivienda
52780,2024-10-16,UPDATED,8729baf2e5a65e8328f46d067fb81888ba491965984942f0831777043acfbaab,46810127.31,-11233596.95,-58043724.26,CLI001705,Crecimiento,Fondo de Inversión,IN,Davivienda
55229,2024-10-16,UPDATED,6e63d33d5c20178538d63e1620b657fc5f24128d1a7c4f668cfccff8e92c4e6c,-11073688.22,46016275.91,57089964.13,CLI001460,Balanceado,Acciones,IN,BBVA
56984,2024-10-16,UPDATED,594b38c9150476431042a9ff1f99fe0d944a450e7aaf3c44e1c34b5e1cfe24f2,-37461484.05,17465388.65,54926872.7,CLI001639,Renta Fija,Acciones,IN,
54572,2024-10-16,UPDATED,516ea7d49feb5da963f39fae6c0a20e49b4efb507e96c6ebe145609f2537da6f,43796963.74,-8466534.24,-52263497.98,CLI001982,Crecimiento,Acciones,IN,Davivienda
57677,2024-10-16,UPDATED,b2290c7b511d6542402e20714878783d1d4730e83af8a5208bc5c8e5dc395428,-33555672.92,18140687.14,51696360.06,CLI000821,Renta Fija,ETF,IN,Scotiabank
55242,2024-10-16,UPDATED,3aab79cc956f172db3b819e2ea46c7766297279c27a2670d8b126ca8d05b021e,-26065471.17,25625805.47,51691276.64,CLI001647,Conservador,CDT,IN,Skandia
31291,2024-10-15,NEW,c4dd9617f9830085699af61404781e5252e826c2e88960d6a9469193a165b861,,49998466.14,49998466.14,CLI001985,Renta Fija,Fondo de Pensión,IN,BTG Pactual
46444,2024-10-15,NEW,c4993fbd328d871e5e5be78c920ab7253aa01e7d3d6452bc3a9bf522802bad1c,,49997536.52,49997536.52,CLI000035,Renta Fija,Cuenta de Ahorro,IN,Valores Bancolombia
9086,2024-10-15,NEW,e3b4c3a2548c01d1cd9e14bcb43a4ddf4e66e45195e39a1c602736e0af39864f,,49996735.58,49996735.58,CLI002965,Renta Fija,Bonos,OUT,
48199,2024-10-15,NEW,e3dd399fc520463111659a715ca0b0083333b5df63dddd06ce8ba158cca33874,,49994737.2,49994737.2,CLI001781,Balanceado,ETF,OUT,
2541,2024-10-15,NEW,e3e532c8c457bf14a3c7b5bd6cdf9f527e78cf06afa9225a31994f6d2a27c0ad,,49994573.98,49994573.98,CLI000521,Renta Variable,Acciones,OUT,BBVA
49349,2024-10-16,DELETED,12c4106cf48bd1f64c3b2ad379f8b9e1e7d68e1e46381591a941fe81d5997341,49990812.76,,-49990812.76,CLI000821,Renta Fija,Cuenta de Ahorro,IN,Skandia
2813,2024-10-15,NEW,12c4106cf48bd1f64c3b2ad379f8b9e1e7d68e1e46381591a941fe81d5997341,,49990812.76,49990812.76,CLI000821,Renta Fija,Cuenta de Ahorro,IN,Skandia
45791,2024-10-15,NEW,fdf7022d45bbdca0204d4c8de4cedee561cc5856e279b63936272c4573beb444,,49988008.63,49988008.63,CLI001452,Conservador,Acciones,OUT,
63649,2024-10-16,NEW,e01a56e66bcb1710305b7b43174ad1a2f8e44ae7ad7cdff68cdd80699dccf8c3,,49986532.97,49986532.97,CLI002084,Renta Variable,CDT,IN,Itaú
49200,2024-10-16,DELETED,de236723d2a7a87bf88a36412ea97a95b3a935a91fb86ba82afcac67ad744448,49985768.01,,-49985768.01,CLI000048,Renta Variable,Divisas,OUT,BBVA
2099,2024-10-15,NEW,de236723d2a7a87bf88a36412ea97a95b3a935a91fb86ba82afcac67ad744448,,49985768.01,49985768.01,CLI000048,Renta Variable,Divisas,OUT,BBVA
9033,2024-10-15,NEW,4965b91c2150dee9704a32f51d134f1a612af4767274e77a010d0fef3ff561dd,,49985146.3,49985146.3,CLI002916,Conservador,Fondo de Pensión,OUT,Valores Bancolombia
51189,2024-10-16,DELETED,4965b91c2150dee9704a32f51d134f1a612af4767274e77a010d0fef3ff561dd,49985146.3,,-49985146.3,CLI002916,Conservador,Fondo de Pensión,OUT,Valores Bancolombia
34139,2024-10-15,NEW,e59cee2df438e9541a307923e9643f10028bcee29ecec7444f38110d97a03c57,,49982501.74,49982501.74,CLI000775,Internacional,ETF,IN,
64384,2024-10-16,NEW,ae925a4ffd5d8734dc9ad29d929a60d700ccca7d7d6afcf19711b4d7c57b5f40,,49981419.91,49981419.91,CLI000415,Mercado Monetario,Cuenta de Ahorro,OUT,Scotiabank
28367,2024-10-15,NEW,d9c840e012c2187feb2cac55f9d45ceeb88f069e0ca1f7742a9fa453b0509be9,,49980005.28,49980005.28,CLI001135,Balanceado,Bonos,IN,
36022,2024-10-15,NEW,87f5ae84d63ae37ed3188a8f7f4aa08029482459e3d4c7efe417d5eb0ac968be,,49979145.19,49979145.19,CLI002609,Balanceado,Bonos,IN,Davivienda
6692,2024-10-15,NEW,0f705f57e597ad60a4840dd400aad9b314943d19ea0bdb0d669fdcc11dd37852,,49978640.72,49978640.72,CLI001707,Balanceado,Cuenta de Ahorro,IN,BTG Pactual
9182,2024-10-15,NEW,09f6ca5bd177ab94d5f92bac75f1b33c4450af47b6dc6c55b1dbef494de3073e,,49978218.65,49978218.65,CLI002126,Conservador,Divisas,IN,
71441,2024-10-16,NEW,fc329c9846ffd2e07cd8d636fda564d491b6092fc3d7d3d5517ad6cb2eee63c1,,49978214.51,49978214.51,CLI000981,Renta Variable,Cuenta de Ahorro,OUT,Fiduciaria Bogotá
16256,2024-10-15,NEW,d2af057acdbc0ff11f097a1b56a93ef12f34c49331cbb6096d52840ed4e7da90,,49977127.49,49977127.49,CLI000123,Conservador,CDT,IN,Bancolombia
53258,2024-10-16,DELETED,d2af057acdbc0ff11f097a1b56a93ef12f34c49331cbb6096d52840ed4e7da90,49977127.49,,-49977127.49,CLI000123,Conservador,CDT,IN,Bancolombia
19159,2024-10-15,NEW,e6f15d5eea91174e5b7107284067f42c5b2f33925ab3dc94d43f833f03ed6f76,,49976984.76,49976984.76,CLI002989,Renta Variable,Bonos,IN,Corficolombiana
13367,2024-10-15,NEW,708186009046a40eaefae227c9a409ce1cb74d1e5cd3a3be836c52cd1e204437,,49976853.09,49976853.09,CLI002267,Internacional,Divisas,OUT,BTG Pactual
52455,2024-10-16,DELETED,708186009046a40eaefae227c9a409ce1cb74d1e5cd3a3be836c52cd1e204437,49976853.09,,-49976853.09,CLI002267,Internacional,Divisas,OUT,BTG Pactual
35320,2024-10-15,NEW,d3e9cdbd07cdb40ff8c6c6e0f7f61b385571f3bd98e1137e8aaee94102e6954d,,49975886.8,49975886.8,CLI001917,Internacional,Acciones,IN,Skandia
65306,2024-10-16,NEW,c0b853e9259482029d2012365ae189789fd55ddb83268611782421b674490e48,,49968602.61,49968602.61,CLI000371,Balanceado,Cuenta de Ahorro,IN,Skandia
12073,2024-10-15,NEW,36ae089c1795c65dcfd327a2d0022ed29c6c00d1d8fc35b7f5480fb75aee0049,,49965933.61,49965933.61,CLI002991,Balanceado,Divisas,IN,Fiduciaria Bogotá
51997,2024-10-16,DELETED,36ae089c1795c65dcfd327a2d0022ed29c6c00d1d8fc35b7f5480fb75aee0049,49965933.61,,-49965933.61,CLI002991,Balanceado,Divisas,IN,Fiduciaria Bogotá
44297,2024-10-15,NEW,f8021e1f6c1f5063dc11d1bc22d5e491941b421408aedd01e6344e1abb58fb3a,,49965703.09,49965703.09,CLI002950,Renta Fija,Divisas,IN,Corficolombiana
12944,2024-10-15,NEW,850f8b7f9c8cc30342eb4baea4e873f88e6d74570e7f0f7ace44950cc93339e4,,49965425.22,49965425.22,CLI002841,Internacional,Acciones,IN,Scotiabank
22986,2024-10-15,NEW,1ba4cf47b491fcc83aee275de945cb25f35ff650791bb65e71428ef1a2fe8113,,49963472.71,49963472.71,CLI000802,Balanceado,Divisas,OUT,
54404,2024-10-16,DELETED,b128dfad5c14535356eeb6016441492da5c554af8a5d4f0ed1839b52ca116e19,49961293.5,,-49961293.5,CLI000749,Crecimiento,Acciones,IN,Skandia
19914,2024-10-15,NEW,b128dfad5c14535356eeb6016441492da5c554af8a5d4f0ed1839b52ca116e19,,49961293.5,49961293.5,CLI000749,Crecimiento,Acciones,IN,Skandia
65092,2024-10-16,NEW,ccb2076511a2339278f27520f4aa74aa3f77bae268378bdea8fc3ec11ed19924,,49960434.08,49960434.08,CLI000087,Conservador,Bonos,IN,Scotiabank
27022,2024-10-15,NEW,2c9ba2f80b022b37ca594162a4b173c697c9f8d6e74ecb0ff0bc57d05fb4bce5,,49960429.52,49960429.52,CLI001817,Conservador,Fondo de Pensión,IN,Valores Bancolombia
47771,2024-10-15,NEW,4e72ecf09c04cf41a61fd65fc5b15c56e0d0e5466866bd0f46a51568cc71e161,,49959444.93,49959444.93,CLI001377,Renta Fija,Cuenta de Ahorro,IN,
10383,2024-10-15,NEW,3cb07ba8939e9e24668c6d76e3391ba0c3bc61fcf964b70d7a7f5202e5239299,,49959165.94,49959165.94,CLI002377,Crecimiento,Cuenta de Ahorro,OUT,Bancolombia
15922,2024-10-15,NEW,41c29e12dab2bc5912716c526cb6e1735314761246ca5bada03d0234073d4e07,,49958953.88,49958953.88,CLI001796,Internacional,Cuenta de Ahorro,OUT,BBVA
6915,2024-10-15,NEW,48ede6d55a89e91f26cd4bb8a824c92b7d764c1ad06737796920632bf262ce0f,,49958680.56,49958680.56,CLI001913,Internacional,Cuenta de Ahorro,OUT,Valores Bancolombia
50565,2024-10-16,DELETED,48ede6d55a89e91f26cd4bb8a824c92b7d764c1ad06737796920632bf262ce0f,49958680.56,,-49958680.56,CLI001913,Internacional,Cuenta de Ahorro,OUT,Valores Bancolombia
65491,2024-10-16,NEW,65423882c08181e888665b44b6aadf548cbe9e64ffa298b6a15a90e304e05563,,49957873.25,49957873.25,CLI000930,Mercado Monetario,Bonos,OUT,BTG Pactual
24496,2024-10-15,NEW,96e57a3767a914db8cd1770bf56cf0b0290a1e0563d3e1f48419abba8a0f7d59,,49956414.22,49956414.22,CLI002293,Renta Fija,Divisas,IN,Itaú
41652,2024-10-15,NEW,79491ecdaa6c82b9eff91e5e69862034f7cb7200f637bc11ec0735aa85f4b554,,49955704.98,49955704.98,CLI000253,Mercado Monetario,Bonos,OUT,Bancolombia
67091,2024-10-16,NEW,2811181f952a2d4b6cefdc0c0ce7606bf71546d54781998de5384430f8471aea,,49955068.63,49955068.63,CLI002314,Crecimiento,CDT,OUT,Scotiabank
22446,2024-10-15,NEW,abc9bac64f68f64907105e2ef8b89c727717ab53d964b7f4563d3ff9b48728e5,,49954219.54,49954219.54,CLI000292,Internacional,CDT,OUT,BBVA
1309,2024-10-15,NEW,f7b91677bb8872b5af8c4f51a5031be115b10fc04b9985faf7a58d2794d3c5ee,,49953367.92,49953367.92,CLI001323,Crecimiento,Divisas,OUT,Bancolombia
48878,2024-10-16,DELETED,f7b91677bb8872b5af8c4f51a5031be115b10fc04b9985faf7a58d2794d3c5ee,49953367.92,,-49953367.92,CLI001323,Crecimiento,Divisas,OUT,Bancolombia
5127,2024-10-15,NEW,7607a16005ebbc2a60f645e4bf3e965201f60cbac67eedb9d66cdd75ee02dada,,49952552.84,49952552.84,CLI000134,Renta Variable,Fondo de Inversión,IN,
23123,2024-10-15,NEW,9a0a4fe4570bee93fc49d5d891ed10096a6beb7ff631d47c7f4472487e1ad5c9,,49952512.06,49952512.06,CLI000945,Conservador,Fondo de Pensión,OUT,Davivienda
18080,2024-10-15,NEW,e0440cd268517c45bd44558eca93d68aae14b5e6ad2305fc3c2a006a82c68e7e,,49952082.02,49952082.02,CLI001938,Crecimiento,Divisas,IN,
13346,2024-10-15,NEW,1a3ce3b2ff98d7d8811018ba92857cc11600c20b7c59b45c96defd64009ead4e,,49951602.01,49951602.01,CLI002247,Internacional,CDT,IN,Fiduciaria Bogotá
71592,2024-10-16,NEW,72d18406ce957bcf5122f029a9289898c75bbeb1b00f1bf5f05f798d92185553,,49949949.37,49949949.37,CLI000005,Internacional,Bonos,OUT,Fiduciaria Bogotá
67152,2024-10-16,NEW,8fe7206262bf5bde37ee89c0adfbe65667c35999fdb52d376b301e2d7921d41f,,49948272.26,49948272.26,CLI001967,Renta Fija,Bonos,IN,BTG Pactual
19512,2024-10-15,NEW,d71320e84ba68f717541597a60a2df76055ef4fa0c961f3e5788dca86d185fa7,,49947869.7,49947869.7,CLI000351,Internacional,ETF,IN,Valores Bancolombia
36933,2024-10-15,NEW,b44b468e03a1742a5cc63ae070d982f2a778a73b055fc0bc3b5c044a47234a48,,49945994.24,49945994.24,CLI002590,Renta Fija,ETF,OUT,
66640,2024-10-16,NEW,c1c17a7708df524761d9921187f2c722b76cded53020bcfd90530dfce04db93a,,49945023.4,49945023.4,CLI001721,Internacional,Fondo de Pensión,IN,Fiduciaria Bogotá
28960,2024-10-15,NEW,f3b6e075d58b431e1370c22d651699235b148d72a56ede159be557325ccaf472,,49944889.53,49944889.53,CLI001698,Balanceado,Cuenta de Ahorro,OUT,Davivienda
19539,2024-10-15,NEW,0783b0d73d54c5456e4b5e1b99ebc71b42867e4624262a68de5f6e53288d4ff7,,49944870.09,49944870.09,CLI000376,Crecimiento,Fondo de Pensión,OUT,Scotiabank
10703,2024-10-15,NEW,3813c0ccc8ac7e5553dedf610591643f2024ff14407e9db75a7b5435f7604ba5,,49944682.78,49944682.78,CLI002683,Balanceado,Acciones,IN,Corficolombiana
11332,2024-10-15,NEW,6a9c0170fb9b69c138c42165b48331347b657b23fbeb9a41ef262a4044e5a83f,,49943851.02,49943851.02,CLI002258,Conservador,Fondo de Pensión,IN,Scotiabank
53892,2024-10-16,DELETED,25aab8873f068cd0c7eff8f61118da5ca00b20c258a0f1d1e0e2be78fd1d96c3,49943558.79,,-49943558.79,CLI002266,Renta Variable,Fondo de Inversión,OUT,Fiduciaria Bogotá
18388,2024-10-15,NEW,25aab8873f068cd0c7eff8f61118da5ca00b20c258a0f1d1e0e2be78fd1d96c3,,49943558.79,49943558.79,CLI002266,Renta Variable,Fondo de Inversión,OUT,Fiduciaria Bogotá
22543,2024-10-15,NEW,25d586b84c499dd2afd3b5d11a8adc22293270b019ba466411e4debdc3c3e905,,49942035.08,49942035.08,CLI000380,Balanceado,Acciones,IN,
55300,2024-10-16,DELETED,25d586b84c499dd2afd3b5d11a8adc22293270b019ba466411e4debdc3c3e905,49942035.08,,-49942035.08,CLI000380,Balanceado,Acciones,IN,
360,2024-10-15,NEW,0e40e3e8b7fcdafd298f18c9c39688b9b3ac7319e3d30e4bdd68346a03c9b1df,,49941066.6,49941066.6,CLI000342,Crecimiento,Bonos,OUT,BBVA
16772,2024-10-15,NEW,1b678938d2147302c4068cff1c33f8687c72d65af25259eb9180720ba2e80b58,,49940850.81,49940850.81,CLI000639,Crecimiento,Divisas,IN,Fiduciaria Bogotá
46915,2024-10-15,NEW,b201dd4d397afec38153e9482864ee197b198cf25b12dfcc8bfcbea809a4e9b4,,49940552.13,49940552.13,CLI000515,Conservador,ETF,IN,BTG Pactual
26846,2024-10-15,NEW,af250514830327ce27150afcdbd5acc4dd720880ff777110f3783faff78e2b6c,,49938567.8,49938567.8,CLI001658,Balanceado,Fondo de Inversión,OUT,Bancolombia
39852,2024-10-15,NEW,bc2828d2dde03b801cdf2cf6e637c66ce69d353e0903766569739e631c6f1fdd,,49938360.65,49938360.65,CLI002486,Conservador,Bonos,OUT,Davivienda
70503,2024-10-16,NEW,e537795e0a432566814486f737315a53e087ff0ae46cfbd2a5808c8da7efb654,,49938045.57,49938045.57,CLI002634,Renta Fija,ETF,IN,Corficolombiana
2069,2024-10-15,NEW,c3cacdca1c82d08f71ac94a5a59d9b5b241b3f646c39916fa67eb3336a42e69f,,49937333.22,49937333.22,CLI000014,Balanceado,CDT,IN,BBVA
27730,2024-10-15,NEW,7afb038c69b10ed29b1e93f883c6149a52ca823357f9176bef34e074583d4439,,49934497.23,49934497.23,CLI000474,Mercado Monetario,Divisas,IN,
40659,2024-10-15,NEW,dc5bac2e1df98ff7a6c166d3dc47944b03a933b467b308678d5f3998ba117769,,49934379.28,49934379.28,CLI002292,Balanceado,CDT,IN,Itaú
20725,2024-10-15,NEW,e24e4ca5b0eed622a311111292d7a3b7351fb086127b33c02151a67a2bb1b7a4,,49934102.57,49934102.57,CLI001607,Renta Variable,Bonos,OUT,
16685,2024-10-15,NEW,2163a0672c5e7f2e9ecbaa419c41c57b65394ef1c30a1744f0f458d59ab85b15,,49933898.11,49933898.11,CLI000563,Balanceado,Divisas,IN,
67800,2024-10-16,NEW,5d64cba43f9fda597c29b1c60f3f507535c3bda1af21692fea6cfbe52a0184b6,,49932262.8,49932262.8,CLI002079,Mercado Monetario,Fondo de Inversión,OUT,Bancolombia
39082,2024-10-15,NEW,1614eb07243c955fd946cb2f48442eb26203c5a5cb4dc345641b0f101ada7d3d,,49931788.68,49931788.68,CLI001779,Balanceado,CDT,OUT,
7952,2024-10-15,NEW,746b6afcd99e660208bbb6b81854f449dce1c709d187521b3ce736dc7c7ccee0,,49929553.03,49929553.03,CLI002797,Renta Fija,Fondo de Pensión,IN,BBVA
50780,2024-10-16,DELETED,746b6afcd99e660208bbb6b81854f449dce1c709d187521b3ce736dc7c7ccee0,49929553.03,,-49929553.03,CLI002797,Renta Fija,Fondo de Pensión,IN,BBVA
37271,2024-10-15,NEW,f0752f08bdeff55070997abf7edf18caf7d4b75a68066bc48cd88326859d944f,,49926145.6,49926145.6,CLI002917,Balanceado,ETF,OUT,Fiduciaria Bogotá
44793,2024-10-15,NEW,5cc1ad3c3318e73091479a11810e2ff8ca1870dd48f44f102925e729e7d22fb7,,49925957.86,49925957.86,CLI000447,Mercado Monetario,Bonos,IN,Bancolombia
61763,2024-10-16,DELETED,5cc1ad3c3318e73091479a11810e2ff8ca1870dd48f44f102925e729e7d22fb7,49925957.86,,-49925957.86,CLI000447,Mercado Monetario,Bonos,IN,Bancolombia
14440,2024-10-15,NEW,475c6c7975de947fb94dfb2c259f4314439c37a67d76af740f2a0a75cb31fbb2,,49925899.13,49925899.13,CLI000327,Renta Variable,Fondo de Inversión,IN,BBVA
32678,2024-10-15,NEW,d6fc18eb27afc20aa878ce967b607ccca08b941d8c6c419535be807a15f71033,,49923800.68,49923800.68,CLI001253,Balanceado,Cuenta de Ahorro,IN,Scotiabank
2394,2024-10-15,NEW,99ebe212fe2408bbd7eeabeccbab9f53522561f8246d3966024ac285009f9c99,,49923625.23,49923625.23,CLI000354,Conservador,Bonos,IN,Scotiabank
46222,2024-10-15,NEW,4d87cfccb2c4e53d1c28539a9f97ee5be527517de7628b5384d24c393bab4c10,,49923550.62,49923550.62,CLI001867,Balanceado,CDT,OUT,Bancolombia
32190,2024-10-15,NEW,eff0c60b7995e8ce0e5cd53285118c3ad90e104a5e37c147c2b0dbecece86ba7,,49923169.54,49923169.54,CLI000799,Renta Fija,Bonos,IN,Bancolombia
26809,2024-10-15,NEW,961a905a44d505cfba74afb62be8aea987417dbaf4d4fa02ac61761b5ff39b33,,49922967.23,49922967.23,CLI001614,Balanceado,Cuenta de Ahorro,OUT,Scotiabank
12663,2024-10-15,NEW,ce99b6edc8ba23ceb90e38c2d2d267b2e39701b16aa36eb93264b6ad9b8fc77e,,49922939.12,49922939.12,CLI002574,Crecimiento,ETF,IN,Corficolombiana
6748,2024-10-15,NEW,350c284556a0f7472cb36a05ba6282553e708febf4eb91786174f63682427742,,49921680.17,49921680.17,CLI001750,Crecimiento,Acciones,OUT,Fiduciaria Bogotá
25590,2024-10-15,NEW,3cf51d5a73efa05ba4ebde00eb3521aca2b53061b1be3d757015955d3380ab6c,,49919271.37,49919271.37,CLI000410,Balanceado,Cuenta de Ahorro,OUT,BBVA
35476,2024-10-15,NEW,2545f2f11373c74e6f5712edd03a789592b4209bd0077304b8f4db7aed4ec76c,,49918437.83,49918437.83,CLI002075,Balanceado,Fondo de Pensión,IN,
25409,2024-10-15,NEW,fc3341d8aedde651e23f524cd3d28559a961c642303845fb919d965c9d1518bd,,49916769.21,49916769.21,CLI000219,Renta Variable,Bonos,IN,Davivienda
5077,2024-10-15,NEW,73752b56fafc9ca57e35cc99dd8bf04f0faf1ad4b8967a0670d326e8c225a6d2,,49916758.51,49916758.51,CLI000084,Conservador,CDT,OUT,Skandia
1107,2024-10-15,NEW,f830f269c4ccc746af02aeacf09268e31dcc29086ea5786d2f14a05980d1038c,,49915759.93,49915759.93,CLI001099,Renta Variable,CDT,OUT,Valores Bancolombia
78,2024-10-15,NEW,0393e6984d62851bc1e674d04c58b10759edd5701df5b8d68ff2c66958e8f4c4,,49915620.67,49915620.67,CLI000076,Internacional,CDT,OUT,Corficolombiana
71439,2024-10-16,NEW,b9cd0d15ef8c812943798d4ac27b981dd06cf2a60fd2d77a28b128eea39c40b0,,49914213.05,49914213.05,CLI000780,Renta Variable,ETF,IN,
38912,2024-10-15,NEW,22e24fa6b5e55196b1e57570b327ea871390ab6906734916bf27195f055f8e2f,,49913860.62,49913860.62,CLI001599,Balanceado,Cuenta de Ahorro,IN,
24049,2024-10-15,NEW,c3f57aa9ee9e41d902c8a67802b60453bda3f814efb6cd28f88ee510059c6750,,49912888.44,49912888.44,CLI001868,Mercado Monetario,Cuenta de Ahorro,OUT,Skandia
46198,2024-10-15,NEW,cba7d36f114f8c2fcd71b24a7e6876611cc71fe5ab538961f247e4c7fd701ebf,,49912810.79,49912810.79,CLI001850,Renta Variable,Acciones,IN,Davivienda
62227,2024-10-16,DELETED,cba7d36f114f8c2fcd71b24a7e6876611cc71fe5ab538961f247e4c7fd701ebf,49912810.79,,-49912810.79,CLI001850,Renta Variable,Acciones,IN,Davivienda
32229,2024-10-15,NEW,4dc657f935dd5d7029cdd1d20b9efdfa074c596836bace5b102d34955fdb9cd0,,49912529.59,49912529.59,CLI000842,Crecimiento,Acciones,OUT,Scotiabank
31709,2024-10-15,NEW,6a144dad21b645fb71c1d73b17311151974b8a4fcd8d196208a7a67c2a85a0e8,,49911987.37,49911987.37,CLI000342,Mercado Monetario,Bonos,OUT,Valores Bancolombia
32718,2024-10-15,NEW,3db49dd8d803e2c88f7d4a2515f44edbf69ca6a4be3b879081a8203ae2d4d3ed,,49910247.19,49910247.19,CLI001296,Renta Fija,CDT,OUT,
24889,2024-10-15,NEW,672f69ad9cd1c496ea52a2be432ec00900e56e750e0b3655746d732d50484d31,,49910017.15,49910017.15,CLI002686,Mercado Monetario,Fondo de Pensión,IN,Valores Bancolombia
55957,2024-10-16,DELETED,672f69ad9cd1c496ea52a2be432ec00900e56e750e0b3655746d732d50484d31,49910017.15,,-49910017.15,CLI002686,Mercado Monetario,Fondo de Pensión,IN,Valores Bancolombia
53901,2024-10-16,DELETED,ed4c3b3a37f1bfd34755d1677caca73745ee51ab0b5616d38c724f73818372ec,49909474.6,,-49909474.6,CLI002309,Crecimiento,Divisas,IN,BBVA
18429,2024-10-15,NEW,ed4c3b3a37f1bfd34755d1677caca73745ee51ab0b5616d38c724f73818372ec,,49909474.6,49909474.6,CLI002309,Crecimiento,Divisas,IN,BBVA
49229,2024-10-16,DELETED,957e49fb4bb29ea069c11c01b35679a900edf12e164a7fb6065300d5531724c4,49909380.08,,-49909380.08,CLI000161,Crecimiento,Fondo de Pensión,IN,BTG Pactual
2222,2024-10-15,NEW,957e49fb4bb29ea069c11c01b35679a900edf12e164a7fb6065300d5531724c4,,49909380.08,49909380.08,CLI000161,Crecimiento,Fondo de Pensión,IN,BTG Pactual
1591,2024-10-15,NEW,5584c9d01ebcc179e232a9d40b6e343abaf3b5937e227bf260baf249b6859cc4,,49909026.74,49909026.74,CLI001613,Conservador,Fondo de Pensión,IN,Skandia
